trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
lower_town_est_T32,16:59:00,16:59:00,1,3,,,,,,5.93838209931493,1
lower_town_est_T33,17:00:00,17:00:00,1,1,Lower Town,,,,,0.0,1
lower_town_est_T33,17:07:00,17:07:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_est_T33,17:14:00,17:14:00,1,3,,,,,,5.93838209931493,1
lower_town_est_T34,17:15:00,17:15:00,1,1,Lower Town,,,,,0.0,1
lower_town_est_T34,17:22:00,17:22:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_est_T34,17:29:00,17:29:00,1,3,,,,,,5.93838209931493,1
lower_town_est_T35,17:30:00,17:30:00,1,1,Lower Town,,,,,0.0,1
lower_town_est_T35,17:37:00,17:37:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_est_T35,17:44:00,17:44:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T01,09:00:00,09:00:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T01,09:07:00,09:07:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T01,09:14:00,09:14:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T02,09:15:00,09:15:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T02,09:22:00,09:22:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T02,09:29:00,09:29:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T03,09:30:00,09:30:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T03,09:37:00,09:37:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T03,09:44:00,09:44:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T04,09:45:00,09:45:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T04,09:52:00,09:52:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T04,09:59:00,09:59:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T05,10:00:00,10:00:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T05,10:07:00,10:07:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T05,10:14:00,10:14:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T06,10:15:00,10:15:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T06,10:22:00,10:22:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T06,10:29:00,10:29:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T07,10:30:00,10:30:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T07,10:37:00,10:37:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T07,10:44:00,10:44:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T08,10:45:00,10:45:00,1,1,Lower Town,,,,,0.0,1
lower_town_edt_T08,10:52:00,10:52:00,2,2,Harpers Ferry National Historical Park Visitor Center,,,,,2.96129640523541,1
lower_town_edt_T08,10:59:00,10:59:00,1,3,,,,,,5.93838209931493,1
lower_town_edt_T09,11:00:00,11:00:00,1,1,Lower Town,,,,,0.0,1
