shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
BA,37.6159,-112.17099,336,14.686
BA,37.615963,-112.171154,337,14.702
BA,37.61615,-112.171954,338,14.775
BA,37.616346,-112.172836,339,14.856
BA,37.61656,-112.173803,340,14.944
BA,37.616604,-112.174107,341,14.971
BA,37.616665,-112.174619,342,15.017
BA,37.616676,-112.174714,343,15.026
BA,37.616775,-112.174755,344,15.037
BA,37.617005,-112.174801,345,15.063
BA,37.61716,-112.174857,346,15.081
BA,37.61731,-112.174964,347,15.1
BA,37.617425,-112.175075,348,15.116
BA,37.617527,-112.175229,349,15.134
BA,37.617731,-112.17559,350,15.173
BA,37.617816,-112.175595,351,15.182
BA,37.617883,-112.17557,352,15.19
BA,37.618234,-112.175257,353,15.238
BA,37.618766,-112.174799,354,15.31
BA,37.619185,-112.174447,355,15.365
BA,37.61966,-112.174055,356,15.429
BA,37.620499,-112.173364,357,15.54
BA,37.621307,-112.172712,358,15.647
BA,37.621662,-112.17243,359,15.693
BA,37.622154,-112.172056,360,15.757
BA,37.622543,-112.171755,361,15.808
BA,37.622747,-112.171608,362,15.834
BA,37.62295,-112.171498,363,15.859
BA,37.623169,-112.171398,364,15.884
BA,37.623533,-112.171266,365,15.927
BA,37.623888,-112.171171,366,15.967
BA,37.624183,-112.171107,367,16
BA,37.624235,-112.171026,368,16.009
BA,37.624242,-112.17094,369,16.017
BA,37.624204,-112.170327,370,16.071
BA,37.62416,-112.169977,371,16.102
BA,37.624095,-112.169606,372,16.136
BA,37.623983,-112.169163,373,16.177
BA,37.623858,-112.168798,374,16.212
BA,37.623799,-112.16864,375,16.227
BA,37.623735,-112.168514,376,16.24
BA,37.623621,-112.168314,377,16.262
BA,37.623509,-112.168129,378,16.283
BA,37.623417,-112.167932,379,16.303
BA,37.623374,-112.167639,380,16.329
BA,37.623373,-112.167498,381,16.341
BA,37.623383,-112.167433,382,16.347
BA,37.623369,-112.167373,383,16.353
BA,37.623375,-112.167326,384,16.357
BA,37.623392,-112.167281,385,16.361
BA,37.623414,-112.167241,386,16.366
BA,37.623448,-112.16721,387,16.37
BA,37.623485,-112.167193,388,16.375
BA,37.623562,-112.167195,389,16.383
BA,37.623632,-112.167151,390,16.392
BA,37.623725,-112.167147,391,16.402
BA,37.623864,-112.167205,392,16.418
BA,37.623957,-112.167311,393,16.432
BA,37.62401,-112.16742,394,16.444
